# Value,	Probability
9.390000	0.268878
9.395000	0.271510
9.400000	0.273992
9.405000	0.276368
9.410000	0.278669
9.415000	0.280793
9.420000	0.283114
9.425000	0.285364
9.430000	0.287914
9.435000	0.290765
9.440000	0.293516
9.445000	0.296079
9.450000	0.298303
9.455000	0.300242
9.460000	0.301885
9.465000	0.303388
9.470000	0.304856
9.475000	0.306525
9.480000	0.308387
9.485000	0.310549
9.490000	0.313046
9.495000	0.315398
9.500000	0.318039
9.505000	0.320715
9.510000	0.323319
9.515000	0.325876
9.520000	0.328338
9.525000	0.330558
9.530000	0.332589
9.535000	0.334498
9.540000	0.336205
9.545000	0.337826
9.550000	0.339225
9.555000	0.340854
9.560000	0.342727
9.565000	0.344544
9.570000	0.346665
9.575000	0.348963
9.580000	0.351476
9.585000	0.354198
9.590000	0.357072
9.595000	0.360242
9.600000	0.363363
9.605000	0.366390
9.610000	0.369322
9.615000	0.372085
9.620000	0.374574
9.625000	0.376699
9.630000	0.378605
9.635000	0.380372
9.640000	0.381763
9.645000	0.383052
9.650000	0.384361
9.655000	0.385683
9.660000	0.387048
9.665000	0.388828
9.670000	0.390928
9.675000	0.393407
9.680000	0.396307
9.685000	0.399255
9.690000	0.402305
9.695000	0.405031
9.700000	0.407357
9.705000	0.409637
9.710000	0.411464
9.715000	0.413156
9.720000	0.414810
9.725000	0.416617
9.730000	0.418455
9.735000	0.420589
9.740000	0.422597
9.745000	0.424478
9.750000	0.426501
9.755000	0.428244
9.760000	0.430071
9.765000	0.431959
9.770000	0.433967
9.775000	0.436177
9.780000	0.438487
9.785000	0.440944
9.790000	0.443445
9.795000	0.445691
9.800000	0.447671
9.805000	0.449606
9.810000	0.451280
9.815000	0.452610
9.820000	0.454104
9.825000	0.455372
9.830000	0.456785
9.835000	0.458301
9.840000	0.459868
9.845000	0.461578
9.850000	0.463204
9.855000	0.464835
9.860000	0.466628
9.865000	0.468478
9.870000	0.470338
9.875000	0.472323
9.880000	0.474469
9.885000	0.476673
9.890000	0.479078
9.895000	0.481316
9.900000	0.483468
9.905000	0.485583
9.910000	0.487425
9.915000	0.489015
9.920000	0.490276
9.925000	0.491551
9.930000	0.492630
9.935000	0.493682
9.940000	0.494902
9.945000	0.496290
9.950000	0.497790
9.955000	0.499273
9.960000	0.500883
9.965000	0.502588
9.970000	0.504162
9.975000	0.505725
9.980000	0.507265
9.985000	0.508792
9.990000	0.510088
9.995000	0.511259
10.000000	0.512213
10.005000	0.512943
10.010000	0.513457
10.015000	0.513893
10.020000	0.514705
10.025000	0.515630
10.030000	0.516683
10.035000	0.517996
10.040000	0.519374
10.045000	0.520670
10.050000	0.521767
10.055000	0.522927
10.060000	0.523977
10.065000	0.525256
10.070000	0.526676
10.075000	0.528585
10.080000	0.530689
10.085000	0.532484
10.090000	0.534028
10.095000	0.535000
10.100000	0.535560
10.105000	0.535862
10.110000	0.536030
10.115000	0.536397
10.120000	0.536893
10.125000	0.538120
10.130000	0.539620
10.135000	0.541326
10.140000	0.542601
10.145000	0.543676
10.150000	0.544345
10.155000	0.544346
10.160000	0.543993
10.165000	0.543562
10.170000	0.543105
10.175000	0.542912
10.180000	0.543257
10.185000	0.544244
10.190000	0.545483
10.195000	0.547010
10.200000	0.548590
10.205000	0.550157
10.210000	0.551365
10.215000	0.552332
10.220000	0.553323
10.225000	0.554032
10.230000	0.554552
10.235000	0.555150
10.240000	0.555970
10.245000	0.556537
10.250000	0.556891
10.255000	0.557130
10.260000	0.556935
10.265000	0.556286
10.270000	0.555345
10.275000	0.553896
10.280000	0.552272
10.285000	0.550656
10.290000	0.549350
10.295000	0.548323
10.300000	0.547567
10.305000	0.546980
10.310000	0.546644
10.315000	0.546615
10.320000	0.546405
10.325000	0.546151
10.330000	0.546076
10.335000	0.545832
10.340000	0.546030
10.345000	0.546302
10.350000	0.546624
10.355000	0.546890
10.360000	0.547301
10.365000	0.547772
10.370000	0.547708
10.375000	0.547545
10.380000	0.546976
10.385000	0.546077
10.390000	0.545206
10.395000	0.544172
10.400000	0.543282
10.405000	0.542257
10.410000	0.541522
10.415000	0.540967
10.420000	0.540546
10.425000	0.540034
10.430000	0.539396
10.435000	0.538813
10.440000	0.537745
10.445000	0.536572
10.450000	0.535438
10.455000	0.533989
10.460000	0.532401
10.465000	0.531115
10.470000	0.529971
10.475000	0.528886
10.480000	0.527980
10.485000	0.527082
10.490000	0.525887
10.495000	0.524637
10.500000	0.523109
10.505000	0.521254
10.510000	0.519066
10.515000	0.516894
10.520000	0.514759
10.525000	0.512755
10.530000	0.510977
10.535000	0.509563
10.540000	0.508336
10.545000	0.507333
10.550000	0.506399
10.555000	0.505499
10.560000	0.504451
10.565000	0.503359
10.570000	0.502140
10.575000	0.500865
10.580000	0.499548
10.585000	0.498204
10.590000	0.496856
10.595000	0.495371
10.600000	0.493787
10.605000	0.492015
10.610000	0.490192
10.615000	0.488396
10.620000	0.486613
10.625000	0.484674
10.630000	0.482800
10.635000	0.480821
10.640000	0.478920
10.645000	0.476840
10.650000	0.474877
10.655000	0.473011
10.660000	0.471129
10.665000	0.469489
10.670000	0.468029
10.675000	0.466373
10.680000	0.464851
10.685000	0.463080
10.690000	0.461354
10.695000	0.459308
10.700000	0.457161
10.705000	0.454707
10.710000	0.452126
10.715000	0.449446
10.720000	0.446580
10.725000	0.443849
10.730000	0.441479
10.735000	0.439391
10.740000	0.437871
10.745000	0.436526
10.750000	0.435417
10.755000	0.434268
10.760000	0.433049
10.765000	0.431437
10.770000	0.429205
10.775000	0.426570
10.780000	0.423582
10.785000	0.420248
10.790000	0.417004
10.795000	0.413810
10.800000	0.411093
10.805000	0.408656
10.810000	0.406600
10.815000	0.405053
10.820000	0.403601
10.825000	0.402192
10.830000	0.400638
10.835000	0.398836
10.840000	0.396670
10.845000	0.394278
10.850000	0.391846
10.855000	0.389147
10.860000	0.386548
10.865000	0.384098
10.870000	0.381883
10.875000	0.380013
10.880000	0.378158
10.885000	0.376233
10.890000	0.374167
10.895000	0.371929
10.900000	0.369489
10.905000	0.366818
10.910000	0.363977
10.915000	0.361431
10.920000	0.359149
10.925000	0.357109
10.930000	0.355344
10.935000	0.353600
10.940000	0.351760
10.945000	0.349691
10.950000	0.347372
10.955000	0.344817
10.960000	0.341843
10.965000	0.338823
10.970000	0.335820
10.975000	0.333036
10.980000	0.330394
10.985000	0.327973
10.990000	0.325677
10.995000	0.323622
11.000000	0.321478
11.005000	0.319462
11.010000	0.317455
11.015000	0.315329
11.020000	0.313113
11.025000	0.311034
11.030000	0.308883
11.035000	0.306774
11.040000	0.304475
11.045000	0.302094
11.050000	0.299591
11.055000	0.297020
11.060000	0.294433
11.065000	0.291964
11.070000	0.289502
11.075000	0.287394
11.080000	0.285598
11.085000	0.284046
11.090000	0.282656
11.095000	0.281245
11.100000	0.279667
11.105000	0.277967
11.110000	0.275905
11.115000	0.273640
11.120000	0.270988
11.125000	0.268136
11.130000	0.265379
11.135000	0.262620
11.140000	0.259885
11.145000	0.257244
11.150000	0.254717
11.155000	0.252385
11.160000	0.250137
11.165000	0.247990
11.170000	0.245978
11.175000	0.244160
11.180000	0.242449
11.185000	0.240867
11.190000	0.239229
11.195000	0.237542
11.200000	0.235577
11.205000	0.233432
11.210000	0.231231
11.215000	0.228772
11.220000	0.226341
11.225000	0.223949
11.230000	0.221854
11.235000	0.219905
11.240000	0.218068
11.245000	0.216314
11.250000	0.214521
11.255000	0.212586
11.260000	0.210502
11.265000	0.208389
11.270000	0.206234
11.275000	0.204037
11.280000	0.202135
11.285000	0.200274
11.290000	0.198569
11.295000	0.196856
11.300000	0.195051
11.305000	0.193266
11.310000	0.191217
11.315000	0.189078
11.320000	0.186805
11.325000	0.184571
11.330000	0.182384
11.335000	0.180265
11.340000	0.178336
11.345000	0.176432
11.350000	0.174854
11.355000	0.173371
11.360000	0.171970
11.365000	0.170706
11.370000	0.169337
11.375000	0.168015
11.380000	0.166553
11.385000	0.165065
11.390000	0.163366
11.395000	0.161575
11.400000	0.159816
11.405000	0.158076
11.410000	0.156473
11.415000	0.154907
11.420000	0.153479
11.425000	0.152056
11.430000	0.150660
11.435000	0.149160
11.440000	0.147608
11.445000	0.145920
11.450000	0.144266
11.455000	0.142654
11.460000	0.141187
11.465000	0.139686
11.470000	0.138141
11.475000	0.136553
11.480000	0.134853
11.485000	0.133031
11.490000	0.131160
11.495000	0.129320
11.500000	0.127643
11.505000	0.126198
11.510000	0.125019
11.515000	0.124007
11.520000	0.123108
11.525000	0.122091
11.530000	0.121023
11.535000	0.119851
11.540000	0.118473
11.545000	0.116948
11.550000	0.115352
11.555000	0.113745
11.560000	0.112082
11.565000	0.110468
11.570000	0.108956
11.575000	0.107577
11.580000	0.106193
11.585000	0.104861
11.590000	0.103563
11.595000	0.102196
11.600000	0.100802
11.605000	0.099385
11.610000	0.097956
11.615000	0.096634
11.620000	0.095470
11.625000	0.094544
11.630000	0.093760
11.635000	0.093001
11.640000	0.092242
11.645000	0.091403
11.650000	0.090482
11.655000	0.089373
11.660000	0.088119
11.665000	0.086809
11.670000	0.085486
11.675000	0.084198
11.680000	0.083052
11.685000	0.081978
11.690000	0.081013
11.695000	0.080053
11.700000	0.079131
11.705000	0.078235
11.710000	0.077275
11.715000	0.076254
11.720000	0.075304
11.725000	0.074409
11.730000	0.073500
11.735000	0.072697
11.740000	0.071968
11.745000	0.071139
11.750000	0.070311
11.755000	0.069442
11.760000	0.068512
11.765000	0.067535
11.770000	0.066551
11.775000	0.065648
11.780000	0.064767
11.785000	0.063844
11.790000	0.062980
11.795000	0.062104
11.800000	0.061157
11.805000	0.060174
11.810000	0.059176
11.815000	0.058189
11.820000	0.057200
11.825000	0.056314
11.830000	0.055522
11.835000	0.054832
11.840000	0.054232
11.845000	0.053720
11.850000	0.053246
11.855000	0.052682
11.860000	0.052095
11.865000	0.051392
11.870000	0.050584
11.875000	0.049736
11.880000	0.048780
11.885000	0.047930
11.890000	0.047132
11.895000	0.046390
11.900000	0.045721
11.905000	0.045153
11.910000	0.044577
11.915000	0.044050
11.920000	0.043522
11.925000	0.042944
11.930000	0.042398
11.935000	0.041849
11.940000	0.041321
11.945000	0.040802
11.950000	0.040266
11.955000	0.039681
11.960000	0.039150
11.965000	0.038606
11.970000	0.038000
11.975000	0.037494
11.980000	0.036954
11.985000	0.036471
11.990000	0.036035
11.995000	0.035597
12.000000	0.035144
12.005000	0.034656
12.010000	0.034164
12.015000	0.033573
12.020000	0.033011
12.025000	0.032404
12.030000	0.031770
12.035000	0.031204
12.040000	0.030661
12.045000	0.030219
12.050000	0.029773
12.055000	0.029378
12.060000	0.029007
12.065000	0.028620
12.070000	0.028201
12.075000	0.027727
12.080000	0.027301
12.085000	0.026856
12.090000	0.026428
12.095000	0.026066
12.100000	0.025740
12.105000	0.025453
12.110000	0.025157
12.115000	0.024875
12.120000	0.024520
12.125000	0.024145
12.130000	0.023803
12.135000	0.023448
12.140000	0.023131
12.145000	0.022804
12.150000	0.022535
12.155000	0.022261
12.160000	0.021959
12.165000	0.021612
12.170000	0.021197
12.175000	0.020766
12.180000	0.020321
12.185000	0.019910
12.190000	0.019522
12.195000	0.019183
12.200000	0.018926
12.205000	0.018703
12.210000	0.018515
12.215000	0.018316
12.220000	0.018103
12.225000	0.017848
12.230000	0.017549
12.235000	0.017218
12.240000	0.016877
12.245000	0.016488
12.250000	0.016104
12.255000	0.015735
12.260000	0.015404
12.265000	0.015088
12.270000	0.014778
12.275000	0.014490
12.280000	0.014204
12.285000	0.013944
12.290000	0.013680
12.295000	0.013412
12.300000	0.013185
12.305000	0.012985
12.310000	0.012837
12.315000	0.012682
12.320000	0.012566
12.325000	0.012427
12.330000	0.012305
12.335000	0.012159
12.340000	0.011993
12.345000	0.011806
12.350000	0.011592
12.355000	0.011387
12.360000	0.011167
12.365000	0.010932
12.370000	0.010709
12.375000	0.010512
12.380000	0.010355
12.385000	0.010209
12.390000	0.010109
12.395000	0.009996
12.400000	0.009892
12.405000	0.009762
12.410000	0.009613
12.415000	0.009445
12.420000	0.009242
12.425000	0.009048
12.430000	0.008876
12.435000	0.008740
12.440000	0.008638
12.445000	0.008556
12.450000	0.008489
12.455000	0.008413
12.460000	0.008335
12.465000	0.008195
12.470000	0.008017
12.475000	0.007816
12.480000	0.007600
12.485000	0.007410
12.490000	0.007236
12.495000	0.007104
12.500000	0.006988
12.505000	0.006898
12.510000	0.006811
12.515000	0.006720
12.520000	0.006612
12.525000	0.006492
12.530000	0.006375
12.535000	0.006238
12.540000	0.006098
12.545000	0.005962
12.550000	0.005837
12.555000	0.005728
12.560000	0.005623
12.565000	0.005560
12.570000	0.005496
12.575000	0.005461
12.580000	0.005413
12.585000	0.005357
12.590000	0.005268
12.595000	0.005163
12.600000	0.005030
12.605000	0.004877
12.610000	0.004729
12.615000	0.004575
12.620000	0.004434
12.625000	0.004308
12.630000	0.004200
12.635000	0.004110
12.640000	0.004023
12.645000	0.003943
12.650000	0.003886
12.655000	0.003839
12.660000	0.003780
12.665000	0.003731
12.670000	0.003671
12.675000	0.003603
12.680000	0.003534
12.685000	0.003453
12.690000	0.003384
12.695000	0.003309
12.700000	0.003261
12.705000	0.003218
12.710000	0.003187
12.715000	0.003135
12.720000	0.003087
12.725000	0.003042
12.730000	0.002977
12.735000	0.002907
12.740000	0.002838
12.745000	0.002778
12.750000	0.002740
12.755000	0.002702
12.760000	0.002675
12.765000	0.002643
12.770000	0.002612
12.775000	0.002570
12.780000	0.002519
12.785000	0.002464
12.790000	0.002405
12.795000	0.002354
12.800000	0.002311
12.805000	0.002289
12.810000	0.002274
12.815000	0.002254
12.820000	0.002230
12.825000	0.002196
12.830000	0.002153
12.835000	0.002087
12.840000	0.002022
12.845000	0.001957
12.850000	0.001893
12.855000	0.001825
12.860000	0.001793
12.865000	0.001757
12.870000	0.001716
12.875000	0.001687
12.880000	0.001651
12.885000	0.001616
12.890000	0.001575
12.895000	0.001532
12.900000	0.001501
12.905000	0.001465
12.910000	0.001435
12.915000	0.001410
12.920000	0.001384
12.925000	0.001355
12.930000	0.001333
12.935000	0.001304
12.940000	0.001274
12.945000	0.001246
12.950000	0.001215
12.955000	0.001188
12.960000	0.001162
12.965000	0.001143
12.970000	0.001126
12.975000	0.001109
12.980000	0.001098
12.985000	0.001086
12.990000	0.001076
12.995000	0.001064
13.000000	0.001052
13.005000	0.001030
13.010000	0.001008
13.015000	0.000981
13.020000	0.000954
13.025000	0.000922
13.030000	0.000891
13.035000	0.000872
13.040000	0.000852
13.045000	0.000834
13.050000	0.000816
13.055000	0.000800
13.060000	0.000774
13.065000	0.000751
13.070000	0.000728
13.075000	0.000706
13.080000	0.000685
13.085000	0.000678
13.090000	0.000683
13.095000	0.000688
13.100000	0.000691
13.105000	0.000697
13.110000	0.000694
13.115000	0.000683
13.120000	0.000662
13.125000	0.000641
13.130000	0.000614
13.135000	0.000589
13.140000	0.000567
13.145000	0.000553
13.150000	0.000539
13.155000	0.000529
13.160000	0.000523
13.165000	0.000513
13.170000	0.000501
13.175000	0.000485
13.180000	0.000472
13.185000	0.000459
13.190000	0.000445
13.195000	0.000430
13.200000	0.000416
13.205000	0.000399
13.210000	0.000380
13.215000	0.000360
13.220000	0.000345
13.225000	0.000330
13.230000	0.000318
13.235000	0.000309
13.240000	0.000311
13.245000	0.000316
13.250000	0.000318
13.255000	0.000324
13.260000	0.000330
13.265000	0.000337
13.270000	0.000345
13.275000	0.000349
13.280000	0.000349
13.285000	0.000341
13.290000	0.000332
13.295000	0.000319
13.300000	0.000307
13.305000	0.000289
13.310000	0.000274
13.315000	0.000264
13.320000	0.000254
13.325000	0.000247
13.330000	0.000241
13.335000	0.000235
13.340000	0.000229
13.345000	0.000222
13.350000	0.000215
13.355000	0.000207
13.360000	0.000202
13.365000	0.000197
13.370000	0.000193
13.375000	0.000190
13.380000	0.000190
13.385000	0.000188
13.390000	0.000185
13.395000	0.000182
13.400000	0.000180
13.405000	0.000177
13.410000	0.000174
13.415000	0.000173
13.420000	0.000170
13.425000	0.000167
13.430000	0.000164
13.435000	0.000159
13.440000	0.000152
13.445000	0.000143
13.450000	0.000136
13.455000	0.000125
13.460000	0.000112
13.465000	0.000095
13.470000	0.000078
13.475000	0.000059
13.480000	0.000000
