# Value,	Probability
9.605000	0.234685
9.610000	0.237978
9.615000	0.241299
9.620000	0.244397
9.625000	0.247182
9.630000	0.249746
9.635000	0.252373
9.640000	0.254748
9.645000	0.257156
9.650000	0.259736
9.655000	0.262348
9.660000	0.264824
9.665000	0.267382
9.670000	0.269970
9.675000	0.272651
9.680000	0.275230
9.685000	0.277555
9.690000	0.280184
9.695000	0.282702
9.700000	0.284946
9.705000	0.287317
9.710000	0.289487
9.715000	0.291586
9.720000	0.293946
9.725000	0.296405
9.730000	0.299034
9.735000	0.301702
9.740000	0.304494
9.745000	0.307442
9.750000	0.310557
9.755000	0.313266
9.760000	0.316170
9.765000	0.319142
9.770000	0.321916
9.775000	0.324719
9.780000	0.327267
9.785000	0.329826
9.790000	0.332367
9.795000	0.334582
9.800000	0.336903
9.805000	0.339307
9.810000	0.341687
9.815000	0.344221
9.820000	0.347253
9.825000	0.349971
9.830000	0.352853
9.835000	0.355872
9.840000	0.358476
9.845000	0.360943
9.850000	0.362986
9.855000	0.364921
9.860000	0.367069
9.865000	0.369460
9.870000	0.372200
9.875000	0.375447
9.880000	0.378713
9.885000	0.382010
9.890000	0.385325
9.895000	0.388234
9.900000	0.390758
9.905000	0.393245
9.910000	0.395634
9.915000	0.398067
9.920000	0.400598
9.925000	0.403317
9.930000	0.406057
9.935000	0.408895
9.940000	0.411999
9.945000	0.415267
9.950000	0.418102
9.955000	0.420854
9.960000	0.423460
9.965000	0.426065
9.970000	0.428468
9.975000	0.430770
9.980000	0.433373
9.985000	0.435855
9.990000	0.438488
9.995000	0.440962
10.000000	0.443007
10.005000	0.444677
10.010000	0.445952
10.015000	0.447206
10.020000	0.448654
10.025000	0.450192
10.030000	0.452088
10.035000	0.454428
10.040000	0.457025
10.045000	0.459523
10.050000	0.462500
10.055000	0.465671
10.060000	0.469005
10.065000	0.472810
10.070000	0.476534
10.075000	0.480793
10.080000	0.485137
10.085000	0.489117
10.090000	0.492768
10.095000	0.495634
10.100000	0.497827
10.105000	0.499803
10.110000	0.501505
10.115000	0.502909
10.120000	0.503990
10.125000	0.505946
10.130000	0.508417
10.135000	0.511333
10.140000	0.514399
10.145000	0.517566
10.150000	0.520630
10.155000	0.523219
10.160000	0.525190
10.165000	0.527074
10.170000	0.528092
10.175000	0.529191
10.180000	0.530826
10.185000	0.533070
10.190000	0.535580
10.195000	0.538632
10.200000	0.541897
10.205000	0.544883
10.210000	0.547532
10.215000	0.549736
10.220000	0.551693
10.225000	0.553365
10.230000	0.554503
10.235000	0.556336
10.240000	0.558414
10.245000	0.560208
10.250000	0.561862
10.255000	0.562983
10.260000	0.563623
10.265000	0.563766
10.270000	0.563675
10.275000	0.563194
10.280000	0.562719
10.285000	0.562559
10.290000	0.563060
10.295000	0.564123
10.300000	0.565333
10.305000	0.566813
10.310000	0.568611
10.315000	0.570710
10.320000	0.572461
10.325000	0.573908
10.330000	0.575453
10.335000	0.576567
10.340000	0.577995
10.345000	0.579494
10.350000	0.581286
10.355000	0.582986
10.360000	0.584886
10.365000	0.586937
10.370000	0.588270
10.375000	0.589463
10.380000	0.590086
10.385000	0.590422
10.390000	0.590948
10.395000	0.591573
10.400000	0.592528
10.405000	0.593459
10.410000	0.594662
10.415000	0.595749
10.420000	0.596800
10.425000	0.597720
10.430000	0.598299
10.435000	0.598793
10.440000	0.598904
10.445000	0.599110
10.450000	0.599373
10.455000	0.599291
10.460000	0.599016
10.465000	0.599022
10.470000	0.598980
10.475000	0.599180
10.480000	0.599474
10.485000	0.599805
10.490000	0.599590
10.495000	0.599428
10.500000	0.599099
10.505000	0.598035
10.510000	0.596560
10.515000	0.595240
10.520000	0.593805
10.525000	0.592447
10.530000	0.591479
10.535000	0.590730
10.540000	0.589934
10.545000	0.589315
10.550000	0.588540
10.555000	0.587732
10.560000	0.586719
10.565000	0.586058
10.570000	0.585999
10.575000	0.586257
10.580000	0.586898
10.585000	0.587982
10.590000	0.589192
10.595000	0.589985
10.600000	0.590454
10.605000	0.590011
10.610000	0.589194
10.615000	0.587836
10.620000	0.586252
10.625000	0.584544
10.630000	0.582681
10.635000	0.580870
10.640000	0.579508
10.645000	0.578225
10.650000	0.577282
10.655000	0.576734
10.660000	0.576076
10.665000	0.575638
10.670000	0.575429
10.675000	0.574554
10.680000	0.573950
10.685000	0.572861
10.690000	0.571776
10.695000	0.570341
10.700000	0.568689
10.705000	0.566711
10.710000	0.564505
10.715000	0.562065
10.720000	0.559254
10.725000	0.556596
10.730000	0.554392
10.735000	0.552683
10.740000	0.551941
10.745000	0.551387
10.750000	0.551209
10.755000	0.550914
10.760000	0.550779
10.765000	0.550049
10.770000	0.548397
10.775000	0.546273
10.780000	0.543690
10.785000	0.540728
10.790000	0.537918
10.795000	0.535239
10.800000	0.533048
10.805000	0.531196
10.810000	0.529697
10.815000	0.528618
10.820000	0.527630
10.825000	0.526160
10.830000	0.524391
10.835000	0.521869
10.840000	0.518727
10.845000	0.515203
10.850000	0.511787
10.855000	0.508096
10.860000	0.504872
10.865000	0.502216
10.870000	0.500349
10.875000	0.499216
10.880000	0.498204
10.885000	0.497160
10.890000	0.495858
10.895000	0.494083
10.900000	0.492028
10.905000	0.489260
10.910000	0.486183
10.915000	0.483236
10.920000	0.480615
10.925000	0.478116
10.930000	0.476209
10.935000	0.474394
10.940000	0.472700
10.945000	0.470990
10.950000	0.469131
10.955000	0.467417
10.960000	0.465130
10.965000	0.462761
10.970000	0.460133
10.975000	0.457460
10.980000	0.454832
10.985000	0.452053
10.990000	0.449310
10.995000	0.446795
11.000000	0.444215
11.005000	0.442132
11.010000	0.440132
11.015000	0.437985
11.020000	0.435566
11.025000	0.433323
11.030000	0.430904
11.035000	0.428528
11.040000	0.425807
11.045000	0.423021
11.050000	0.420421
11.055000	0.417567
11.060000	0.414717
11.065000	0.411988
11.070000	0.408972
11.075000	0.406532
11.080000	0.404458
11.085000	0.402893
11.090000	0.401614
11.095000	0.400444
11.100000	0.399120
11.105000	0.397625
11.110000	0.395377
11.115000	0.392699
11.120000	0.389366
11.125000	0.385500
11.130000	0.381873
11.135000	0.378435
11.140000	0.375135
11.145000	0.372232
11.150000	0.369539
11.155000	0.367209
11.160000	0.364865
11.165000	0.362460
11.170000	0.359959
11.175000	0.357559
11.180000	0.355007
11.185000	0.352621
11.190000	0.350141
11.195000	0.347595
11.200000	0.344700
11.205000	0.341710
11.210000	0.338767
11.215000	0.335541
11.220000	0.332613
11.225000	0.329789
11.230000	0.327663
11.235000	0.325759
11.240000	0.323997
11.245000	0.322360
11.250000	0.320456
11.255000	0.318215
11.260000	0.315608
11.265000	0.312920
11.270000	0.310056
11.275000	0.307151
11.280000	0.304673
11.285000	0.302194
11.290000	0.300029
11.295000	0.297761
11.300000	0.295418
11.305000	0.293174
11.310000	0.290616
11.315000	0.288086
11.320000	0.285402
11.325000	0.282797
11.330000	0.280163
11.335000	0.277547
11.340000	0.275078
11.345000	0.272539
11.350000	0.270309
11.355000	0.268222
11.360000	0.266245
11.365000	0.264534
11.370000	0.262663
11.375000	0.260954
11.380000	0.259089
11.385000	0.257248
11.390000	0.255004
11.395000	0.252623
11.400000	0.250178
11.405000	0.247648
11.410000	0.245209
11.415000	0.242825
11.420000	0.240635
11.425000	0.238536
11.430000	0.236603
11.435000	0.234575
11.440000	0.232530
11.445000	0.230315
11.450000	0.228086
11.455000	0.225846
11.460000	0.223678
11.465000	0.221481
11.470000	0.219218
11.475000	0.216930
11.480000	0.214442
11.485000	0.211879
11.490000	0.209269
11.495000	0.206750
11.500000	0.204458
11.505000	0.202438
11.510000	0.200770
11.515000	0.199398
11.520000	0.198153
11.525000	0.196692
11.530000	0.195103
11.535000	0.193343
11.540000	0.191242
11.545000	0.188890
11.550000	0.186379
11.555000	0.183916
11.560000	0.181349
11.565000	0.178988
11.570000	0.176869
11.575000	0.175028
11.580000	0.173147
11.585000	0.171329
11.590000	0.169508
11.595000	0.167421
11.600000	0.165136
11.605000	0.162783
11.610000	0.160327
11.615000	0.158096
11.620000	0.156178
11.625000	0.154738
11.630000	0.153646
11.635000	0.152583
11.640000	0.151615
11.645000	0.150511
11.650000	0.149241
11.655000	0.147604
11.660000	0.145781
11.665000	0.143901
11.670000	0.141973
11.675000	0.140136
11.680000	0.138507
11.685000	0.136965
11.690000	0.135533
11.695000	0.134023
11.700000	0.132570
11.705000	0.131067
11.710000	0.129526
11.715000	0.127918
11.720000	0.126536
11.725000	0.125265
11.730000	0.124042
11.735000	0.123018
11.740000	0.122085
11.745000	0.120924
11.750000	0.119729
11.755000	0.118359
11.760000	0.116820
11.765000	0.115202
11.770000	0.113571
11.775000	0.112045
11.780000	0.110608
11.785000	0.109107
11.790000	0.107771
11.795000	0.106392
11.800000	0.104870
11.805000	0.103298
11.810000	0.101669
11.815000	0.100054
11.820000	0.098474
11.825000	0.097018
11.830000	0.095726
11.835000	0.094619
11.840000	0.093660
11.845000	0.092805
11.850000	0.091968
11.855000	0.090967
11.860000	0.089907
11.865000	0.088673
11.870000	0.087276
11.875000	0.085902
11.880000	0.084375
11.885000	0.083076
11.890000	0.081906
11.895000	0.080823
11.900000	0.079850
11.905000	0.079011
11.910000	0.078115
11.915000	0.077251
11.920000	0.076341
11.925000	0.075341
11.930000	0.074369
11.935000	0.073398
11.940000	0.072436
11.945000	0.071537
11.950000	0.070628
11.955000	0.069657
11.960000	0.068822
11.965000	0.067977
11.970000	0.067049
11.975000	0.066304
11.980000	0.065485
11.985000	0.064755
11.990000	0.064071
11.995000	0.063354
12.000000	0.062546
12.005000	0.061661
12.010000	0.060725
12.015000	0.059596
12.020000	0.058517
12.025000	0.057359
12.030000	0.056187
12.035000	0.055186
12.040000	0.054263
12.045000	0.053558
12.050000	0.052849
12.055000	0.052244
12.060000	0.051701
12.065000	0.051118
12.070000	0.050445
12.075000	0.049665
12.080000	0.048970
12.085000	0.048234
12.090000	0.047512
12.095000	0.046898
12.100000	0.046332
12.105000	0.045863
12.110000	0.045385
12.115000	0.044925
12.120000	0.044340
12.125000	0.043718
12.130000	0.043154
12.135000	0.042547
12.140000	0.041974
12.145000	0.041367
12.150000	0.040844
12.155000	0.040304
12.160000	0.039713
12.165000	0.039052
12.170000	0.038265
12.175000	0.037496
12.180000	0.036722
12.185000	0.036034
12.190000	0.035393
12.195000	0.034857
12.200000	0.034483
12.205000	0.034170
12.210000	0.033897
12.215000	0.033602
12.220000	0.033279
12.225000	0.032861
12.230000	0.032346
12.235000	0.031768
12.240000	0.031139
12.245000	0.030420
12.250000	0.029686
12.255000	0.028983
12.260000	0.028341
12.265000	0.027730
12.270000	0.027134
12.275000	0.026590
12.280000	0.026053
12.285000	0.025567
12.290000	0.025086
12.295000	0.024607
12.300000	0.024210
12.305000	0.023868
12.310000	0.023619
12.315000	0.023353
12.320000	0.023141
12.325000	0.022886
12.330000	0.022647
12.335000	0.022376
12.340000	0.022069
12.345000	0.021743
12.350000	0.021388
12.355000	0.021056
12.360000	0.020700
12.365000	0.020316
12.370000	0.019936
12.375000	0.019588
12.380000	0.019314
12.385000	0.019059
12.390000	0.018888
12.395000	0.018708
12.400000	0.018547
12.405000	0.018359
12.410000	0.018122
12.415000	0.017846
12.420000	0.017494
12.425000	0.017135
12.430000	0.016800
12.435000	0.016530
12.440000	0.016313
12.445000	0.016128
12.450000	0.015983
12.455000	0.015820
12.460000	0.015666
12.465000	0.015401
12.470000	0.015062
12.475000	0.014684
12.480000	0.014279
12.485000	0.013927
12.490000	0.013618
12.495000	0.013382
12.500000	0.013190
12.505000	0.013052
12.510000	0.012923
12.515000	0.012770
12.520000	0.012587
12.525000	0.012366
12.530000	0.012140
12.535000	0.011868
12.540000	0.011587
12.545000	0.011310
12.550000	0.011060
12.555000	0.010844
12.560000	0.010651
12.565000	0.010537
12.570000	0.010436
12.575000	0.010389
12.580000	0.010331
12.585000	0.010250
12.590000	0.010106
12.595000	0.009928
12.600000	0.009686
12.605000	0.009395
12.610000	0.009104
12.615000	0.008797
12.620000	0.008510
12.625000	0.008247
12.630000	0.008021
12.635000	0.007826
12.640000	0.007650
12.645000	0.007484
12.650000	0.007370
12.655000	0.007267
12.660000	0.007145
12.665000	0.007046
12.670000	0.006928
12.675000	0.006803
12.680000	0.006677
12.685000	0.006539
12.690000	0.006432
12.695000	0.006315
12.700000	0.006253
12.705000	0.006189
12.710000	0.006149
12.715000	0.006057
12.720000	0.005971
12.725000	0.005878
12.730000	0.005744
12.735000	0.005596
12.740000	0.005447
12.745000	0.005320
12.750000	0.005237
12.755000	0.005157
12.760000	0.005104
12.765000	0.005043
12.770000	0.004991
12.775000	0.004916
12.780000	0.004824
12.785000	0.004723
12.790000	0.004616
12.795000	0.004522
12.800000	0.004447
12.805000	0.004413
12.810000	0.004394
12.815000	0.004369
12.820000	0.004334
12.825000	0.004282
12.830000	0.004212
12.835000	0.004094
12.840000	0.003977
12.845000	0.003862
12.850000	0.003746
12.855000	0.003651
12.860000	0.003586
12.865000	0.003514
12.870000	0.003432
12.875000	0.003375
12.880000	0.003303
12.885000	0.003232
12.890000	0.003150
12.895000	0.003064
12.900000	0.003002
12.905000	0.002931
12.910000	0.002870
12.915000	0.002820
12.920000	0.002769
12.925000	0.002710
12.930000	0.002667
12.935000	0.002609
12.940000	0.002549
12.945000	0.002493
12.950000	0.002430
12.955000	0.002376
12.960000	0.002325
12.965000	0.002286
12.970000	0.002253
12.975000	0.002219
12.980000	0.002196
12.985000	0.002173
12.990000	0.002152
12.995000	0.002128
13.000000	0.002105
13.005000	0.002061
13.010000	0.002016
13.015000	0.001963
13.020000	0.001908
13.025000	0.001845
13.030000	0.001782
13.035000	0.001744
13.040000	0.001704
13.045000	0.001669
13.050000	0.001633
13.055000	0.001600
13.060000	0.001548
13.065000	0.001503
13.070000	0.001457
13.075000	0.001412
13.080000	0.001370
13.085000	0.001357
13.090000	0.001367
13.095000	0.001377
13.100000	0.001382
13.105000	0.001394
13.110000	0.001389
13.115000	0.001366
13.120000	0.001325
13.125000	0.001282
13.130000	0.001228
13.135000	0.001179
13.140000	0.001134
13.145000	0.001107
13.150000	0.001079
13.155000	0.001058
13.160000	0.001046
13.165000	0.001026
13.170000	0.001003
13.175000	0.000971
13.180000	0.000944
13.185000	0.000919
13.190000	0.000890
13.195000	0.000861
13.200000	0.000833
13.205000	0.000799
13.210000	0.000761
13.215000	0.000720
13.220000	0.000690
13.225000	0.000660
13.230000	0.000637
13.235000	0.000619
13.240000	0.000622
13.245000	0.000633
13.250000	0.000636
13.255000	0.000648
13.260000	0.000661
13.265000	0.000674
13.270000	0.000690
13.275000	0.000698
13.280000	0.000698
13.285000	0.000682
13.290000	0.000665
13.295000	0.000639
13.300000	0.000614
13.305000	0.000578
13.310000	0.000549
13.315000	0.000529
13.320000	0.000508
13.325000	0.000494
13.330000	0.000483
13.335000	0.000470
13.340000	0.000458
13.345000	0.000444
13.350000	0.000431
13.355000	0.000414
13.360000	0.000404
13.365000	0.000394
13.370000	0.000386
13.375000	0.000380
13.380000	0.000380
13.385000	0.000377
13.390000	0.000371
13.395000	0.000364
13.400000	0.000360
13.405000	0.000354
13.410000	0.000349
13.415000	0.000346
13.420000	0.000340
13.425000	0.000334
13.430000	0.000329
13.435000	0.000318
13.440000	0.000304
13.445000	0.000287
13.450000	0.000272
13.455000	0.000250
13.460000	0.000224
13.465000	0.000190
13.470000	0.000156
13.475000	0.000118
